,USA,FEMA_1,FEMA_2,FEMA_3,FEMA_4,FEMA_5,FEMA_6,FEMA_7,FEMA_8,FEMA_9,FEMA_10,g23g33g25,g36,g51,g13,g17,g48,g29,g46,g06,g16
MEDAGE_ACS,0.023970146686681577,0.022745607758545443,0.012946259565709257,0.028067667884516038,0.022342638169415487,0.03797810917775647,0.01829248070620819,0.012714181569632024,0.042733241013063146,0.025536211273173078,0.012763493398689579,0.37594060448254374,0.31174145605918585,0.11346976125785407,0.2603454572238054,-0.037085269372181595,0.12547937812259968,0.15785005969858182,0.2102747393946345,0.06564410766348265,0.06634324810263861
BLACK_ACS,-0.0014777719713866037,0.029949292576200486,-0.004627077512570833,0.022747811794755792,0.007321951529904426,0.021333732515886834,-0.026670971543628796,0.024343461988370674,0.03011385424395223,-0.04091690880799641,-0.046293431363241114,0.05393450987278542,0.04232209027887876,-0.10868626360038008,0.09231799455086513,0.015925212902628855,0.437536800424347,-0.02292967698433833,0.4615934192543942,-0.31108072687913346,0.3900794584012412
QNATAM_ACS,0.017338483176223374,0.027298563625616695,0.011059599265150606,-0.019615999740929688,0.03350184136987153,0.023223676878020974,0.00878114847675152,0.00960148733630433,0.025590117423498118,0.028914592014992316,-0.01771613554496447,0.43689616183507585,-0.5478460350881288,-0.30089526524052973,-0.5331774461074844,0.5320857786710916,-0.06327322080671541,0.4424684402416165,-0.06742152347843104,-0.30301270762543897,0.28332009396142277
QASIAN_ACS,-0.013797330305814232,0.011364224071571696,-0.015914904026038745,-0.00845765163433376,-0.010782787140967344,-0.0018781360337203996,0.0017733463780448188,-0.01248900165934868,0.013876146042915117,-0.004211711282667512,-0.044676269083248024,0.12154662427310298,-0.16492758045651812,0.19857225800242712,0.21678060989133308,0.32748681022560333,0.22781419330298838,0.1610768053703423,0.512956414556032,-0.09706466311399188,0.3339427301638992
QHISP_ACS,0.04351534759039876,0.024938952961136372,-0.002429568473350351,0.06752269823350085,0.04757844187201306,0.04387974850556052,0.04295884774434285,0.04495047147650012,0.030493883230157726,0.040354551640488526,0.04310660537223659,0.32823018181749597,0.015489200147251556,0.5596910915198625,0.3692459463586608,-0.19287702426246672,-0.026758974419454056,0.4841073616816265,0.49825328161120874,0.27124089367058285,0.2529619796716293
QAGEDEP_ACS,0.061840261227709054,0.04848208610006905,0.034871980563308494,0.04878221161241647,0.045630084599408045,0.06416218368624713,0.056459202329024356,0.04053867114820634,0.05411877940617135,0.05256126770066799,0.04566438869484201,0.5605226903620989,0.5980803248722888,0.26885151316971756,0.14786717924258752,0.05306045968441088,0.1831041647456105,0.4353354091421755,0.1391776657092334,0.23360151570415685,0.11620081622264222
QPUNIT_ACS,0.0021692679975995628,-0.008839516806664192,-0.0476625957113213,0.028205860957697844,-0.013871332164692227,-0.005758022071790225,0.0010585624373211332,-0.01197842728676353,-0.00854600583459401,0.012421163443013165,-0.003914042311738508,0.36315836797470824,-0.3547671784278436,-0.043847609284357325,-0.369908053759178,-0.42994393893091265,-0.3717315727176878,-0.45546727331369163,-0.14443278080591404,-0.19005758082477858,-0.19761537024775208
PRENTER_ACS,0.002086823117330794,0.0053941899643569005,0.017365355643688688,-0.014603860826328759,0.01120235847545838,-0.013292293593768862,0.006356447931609915,0.013041467057362161,-0.007968039874280016,0.003306507127849,0.02724317208841514,-0.03226003435074891,0.16710973937877263,0.10169556757035143,-0.11408520589165456,0.1907906836063509,0.23339804602977382,0.16369114383294647,-0.04031912412523417,0.3998430213788251,0.4573945498052826
QNRRES_ACS,0.021342714132984105,-0.0031979927419023904,0.025694417696750113,0.04195410445532136,0.024964840033218454,0.022206773936674314,0.018344405588363425,0.052431908205479064,0.005726396160306554,0.060190095580609934,0.03931113228259963,0.35462843456039733,0.5406838691568321,0.16125843922566724,0.44088351849051566,-0.14464487707915064,0.3297142556344183,0.2838149553763193,-0.28069346411902546,0.6606190198597643,0.16608415441226929
QFEMALE_ACS,0.05062320603014021,0.043253006556563584,-0.010984358868840523,0.0014039225283143178,0.00419170254642999,0.04996797569523824,0.03962020397259694,0.045010084978371806,0.04458068717532652,0.01687764827660003,0.05007780829963543,0.41660278486936675,0.5274800703874585,-0.08654151341431085,-0.33635785965187237,-0.28193525900062333,-0.34954567306704776,0.6449419343748197,0.4817238076531219,-0.555987691377014,0.05116557462959176
QFHH_ACS,0.025411361264798725,0.041128209672888806,0.007950239607676877,0.03456098648893988,0.017382431518656444,0.0290404681364533,0.020647676223151244,0.038052569080846255,0.021833796680065867,0.04383679443903783,0.0449991805129487,0.5571342761300656,0.2711985403521273,-0.03571381973194923,-0.07376854562817328,-0.19485247422098478,0.2208691804075259,0.21031302704319776,0.05931312009706309,-0.14718128383422205,0.5045648098423646
QUNOCCHU_ACS,0.02600626700614389,0.01315939022514827,0.04540093933974653,0.06037492841499514,0.03170025516225769,0.03883071774698077,0.031861310561743836,-0.004809246232309202,0.045021335409661835,0.025140015405371523,-0.027734105574904223,-0.12542205642552728,0.14195858126920058,0.5050779564641128,0.2022480516810436,0.42155785788993216,0.28198273450039013,0.40142346508875026,0.7326453990887236,-0.40603180757564217,-0.282865525948335
PERCAP_ALT,0.03719043066105447,0.027593849307423292,0.02659474939217343,0.04472847520665456,0.03450003215931459,0.02944651761898237,0.04010389987184874,0.037172948088514235,0.017192986563868043,0.029190138262960165,0.02870066866979433,0.09228133990502395,0.12611820985315492,0.15143577057630903,-0.0952300270044923,0.09866754858985094,0.19136394547393393,0.18676510938687235,0.24779219190774276,-0.1531567074215287,0.19837919580252725
QESL_ALT,0.03594625263335408,0.03069322020727382,-0.0033041025354975787,0.05920767158178993,0.04839922934939229,0.0522875327302726,0.03646484161943467,0.046124104668833495,0.030715035468280544,0.05305742462547992,0.030614020313840296,0.36227354978740606,-0.037824444632398695,0.5856661650565482,0.4974209540903757,-0.036800554884318284,-0.059739818895126466,0.44378912052179165,0.3146096506462365,0.3046830265292219,0.20874494360195817
QCVLUN,0.014409925521537215,0.06320496305725799,0.03163213658692217,0.02017030089238142,0.027289927432049083,0.012816518468424081,0.006108172162324857,0.0033178724728007702,0.053478710937034935,0.0374952402763522,0.008361966583154946,0.7443583694916917,-0.16521884961453154,0.30760873274681294,0.34526289935163623,0.25016558834337155,0.4004360139751474,-0.17894792793077702,0.1327556569075487,0.4106997856986359,0.27585792221688105
QPOVTY,0.04088264291548811,0.0461296114892461,0.04894923365996645,0.020716959596085712,0.04239476334712701,0.03186062864102031,0.05208449044305687,0.03702029609142884,0.045493908994155806,0.07071694198788953,0.03275260667119497,0.024630642480281545,0.2831988884287422,0.3310060993436714,0.3314678721444653,0.42440472693980236,0.326404451781292,0.3963013709253389,0.14499005290400416,0.19155084741071293,0.35528638245848704
QMOHO,0.002034273898110655,-0.0030063501042418813,0.031339491973807455,0.009555401084523575,0.019729296270522657,-0.006454642333410908,-0.030835816256136114,-0.01166504684889514,0.009823383143937497,-0.004904896087007385,0.030383715614112752,-0.4667963664176182,-0.018566514286813746,0.2783863161821603,0.07585833632958748,0.3129545306957644,-0.43321490945417124,0.028339476808053328,0.7326004522583327,0.3048144566734843,0.40091149710596213
QED12LES_ALT,0.03790407102611986,0.03622112566079169,0.03835258764908556,0.0472582230737128,0.03778924558405054,0.045531418057091363,0.03045912744870319,0.054800298810475045,0.05257847052584721,0.05988840142054861,0.045415908978371125,0.4478369574546308,0.1905861756959759,0.4876980312776261,0.272036728980232,0.05841019812695472,0.07944349442822761,-0.053476756838856596,-0.008216341728025926,0.5235311103906435,0.4222993972442268
QFEMLBR,0.024755574726303884,0.03673870041714702,0.019551105644759464,0.012550263230479716,0.0072813405080720895,0.0033477081427559165,0.034565608477075224,-0.0013318451120560848,0.05044610316136019,0.02740577349019998,0.03821160117486332,0.3031860428103955,0.44896341475264123,-0.1903066837736589,-0.30497830113411994,-0.1954343527750495,0.12970226127044623,0.5401937060606412,0.39722529694064257,-0.4317643399828285,0.364625105067137
QEXTRCT_ALT,0.017739771981686775,0.016929123222972877,0.029687233954316772,0.0027666180599506592,0.032967494143163883,0.026360202111085293,-0.008432685128800646,0.0069998990052186315,0.008748240780738933,-0.021918787316000853,0.019795753602389582,0.22387656465346129,0.03327954034576806,0.5137276544782899,0.5079323941878446,0.3876025010669826,0.004591095034362724,0.10819909999934152,0.15197983714632624,0.8928363610481458,0.09131543858711579
QSERV_ALT,0.037276788123226635,0.022997729790189436,0.04026887397148049,0.05662938598974723,0.03853812469771708,0.013173045021579354,0.06128876095386861,0.028108615865461425,0.019964549504527446,0.03151308470782589,0.03894079066878937,-0.09710109833107035,-0.01949988083876969,0.23093423110086206,0.09985335805623424,0.31730551033336185,0.38827299002685367,0.25630386250289183,0.2414407367972211,0.31696868914605686,0.1627079471996863
QSSBEN,0.04885592830428622,0.04380619016247908,0.029624130608929943,0.02720497040829548,0.04075507375224045,0.04521059630411607,0.04336276204784683,0.02984871579327165,0.06005988302620733,0.05547175076073728,0.03824718241550675,0.49988299183760365,0.3131504309947572,0.24199080119394867,0.23425979329675703,0.17706534753108757,0.2647946357576129,0.23799601090167494,0.3631364546091045,0.2618692213767967,0.16808117191613214
QNOAUTO_ALT,0.030455933216784376,0.03911117713894497,0.039350121944078664,0.009905511492136958,0.03816425792248192,0.05990546547870761,0.02367058315569612,0.04533085671891971,0.05059343596151582,0.0611574403763026,0.017819860361042182,0.0007718230708792344,0.21394226418042098,0.31006623681791434,0.3130868965291341,0.13754109524657096,0.4485935157594449,0.06881838714135423,0.015364377910742494,0.4726696872830142,0.21739344446739195
QFAM,0.030475642667252903,0.049986575125829734,0.04054203247289493,0.03996733430382529,0.032114488233413195,0.041286393254392185,0.014209126831562908,0.04914295848418962,0.03492638785449604,0.053305519712266554,0.04353144840555262,0.04807745821461232,0.5428711497786979,0.09949743106396249,0.08397016141726099,0.0712682254810436,0.44524489969172754,0.4862778772679479,0.2803739264760048,0.05150281986004504,0.5493295939916999
QRICH200K,0.024936473478818128,0.011313710970969873,0.035009553510073475,0.0319468414329675,0.02746241024817936,0.011497327405149091,0.022113849550772575,0.02444773789977072,0.0012245730386968067,0.0031357148155306725,0.027077910421019757,-0.1609327595790752,0.2168995116403752,-0.042517418153084095,-0.30455882573692034,0.04418185327683258,0.15578135334949167,0.04856943278385349,0.5469086904791803,-0.14867650744164643,0.17198088030982012
MDGRENT_ALT,0.029227978964495544,0.02167065706164365,0.035154086976252594,0.012041031733912372,0.020948436319681036,0.0258094475148,0.0331994891304841,0.04467493100015143,0.009478418982474021,0.020105226238281503,0.020317562438851005,0.2005802750001237,0.2961884208763352,0.08240083012365745,0.2981098799328735,0.2755988307365316,0.3519773917686027,0.1765581186266921,0.14653256890642688,0.0672388058740201,0.061954643734430465
MHSEVAL_ALT,0.023922857020730035,0.01833801745062466,0.011133331400267465,0.026982244766036972,0.02579688439455952,0.022163934441855493,0.023885311264855737,0.06349348030002702,0.00888341148262837,-0.010113680908249897,0.020396436717809417,0.10638426636099638,0.11774114241560123,0.0889430404077494,0.03644295790850566,0.15302431108859654,0.3381032931204975,0.2735851763448249,0.09471318367503391,-0.15887243553089875,0.3151108600642569
POPDENS,0.014376016934179269,0.02752130408372484,0.036597050322072576,-0.0005156523244507043,0.003862916844537634,0.04049816918512809,0.013255786093153879,0.01780234096220306,0.05452267339769214,0.027605352268560614,-0.04289072674296104,-0.19395699215342432,0.16692370833336045,0.30670535819163636,0.23136030932413662,0.12514079231564346,0.32069059125889776,0.08296534384702238,0.2087392513331785,0.41155523241692565,0.17531287185765693
